site_code,target_assemblage,quadrat_code,treatment,plot_angle,point_location,survey_date,top_layer,bottom_layer,SPP,yr,mo,recorder,scorer
CLEP,sargassum,12,control,horizontal,row05col02,1/30/22,SARHOR,JUVSHOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row01col03,1/30/22,NEOSUB,ARTCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row02col03,1/30/22,CHOCAN,ARTCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row03col03,1/30/22,CHOCAN,ARTCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row04col03,1/30/22,ARTCOR,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row05col03,1/30/22,SARMUT,ARTCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row01col04,1/30/22,CHOCAN,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row02col04,1/30/22,SARHOR,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row03col04,1/30/22,SARHOR,ZONFAR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row04col04,1/30/22,SARHOR,ZONFAR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row05col04,1/30/22,SARMUT,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row01col05,1/30/22,CHOCAN,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row02col05,1/30/22,SARMUT,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row03col05,1/30/22,SARHOR,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row04col05,1/30/22,SARHOR,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,control,horizontal,row05col05,1/30/22,ARTCOR,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row01col01,1/30/22,SARMUT,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row02col01,1/30/22,SARMUT,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row03col01,1/30/22,SARMUT,ARTCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row04col01,1/30/22,SARMUT,JUVSHOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row05col01,1/30/22,SARMUT,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row01col02,1/30/22,SARMUT,ARTCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row02col02,1/30/22,CHOCAN,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row03col02,1/30/22,SARMUT,CRUCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row04col02,1/30/22,SARMUT,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row05col02,1/30/22,SARMUT,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row01col03,1/30/22,SARHOR,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row02col03,1/30/22,SARHOR,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row03col03,1/30/22,SARHOR,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row04col03,1/30/22,CHOCAN,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row05col03,1/30/22,SARMUT,OTHRED,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row01col04,1/30/22,SARMUT,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row02col04,1/30/22,SARMUT,ARTCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row03col04,1/30/22,SARHOR,SARHOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row04col04,1/30/22,SARHOR,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row05col04,1/30/22,SARHOR,CHOCAN,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row01col05,1/30/22,CHOCAN,ROCK,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row02col05,1/30/22,SARHOR,ARTCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row03col05,1/30/22,SARMUT,ARTCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row04col05,1/30/22,SARMUT,CRUCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,12,manipulation,horizontal,row05col05,1/30/22,SARMUT,CRUCOR,SARG,2022,1,RDA,TN
CLEP,sargassum,2,control,vertical,row01col01,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row02col01,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row03col01,1/29/22,SARHOR,NONCRU,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row04col01,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row05col01,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row01col02,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row02col02,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row03col02,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row04col02,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row05col02,1/29/22,SARHOR,SARHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row01col03,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row02col03,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row03col03,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row04col03,1/29/22,SARHOR,NONCRU,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row05col03,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row01col04,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row02col04,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row03col04,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row04col04,1/29/22,SARHOR,NONCRU,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row05col04,1/29/22,SARHOR,SARHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row01col05,1/29/22,SARHOR,MAZAFF,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row02col05,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row03col05,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row04col05,1/29/22,SARHOR,NONCRU,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,control,vertical,row05col05,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row01col01,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row02col01,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row03col01,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row04col01,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row05col01,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row01col02,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row02col02,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row03col02,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row04col02,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row05col02,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row01col03,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row02col03,1/29/22,LAUSPP,SCYCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row03col03,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row04col03,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row05col03,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row01col04,1/29/22,LAUSPP,SCYCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row02col04,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row03col04,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row04col04,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row05col04,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row01col05,1/29/22,SARHOR,SCYCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row02col05,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row03col05,1/29/22,SARHOR,SARHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row04col05,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,2,manipulation,horizontal,row05col05,1/29/22,SARHOR,NONCRU,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row01col01,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row02col01,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row03col01,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row04col01,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row05col01,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row01col02,1/29/22,SARHOR,SARHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row02col02,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row03col02,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row04col02,1/29/22,ARTCOR,SCYCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row05col02,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row01col03,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row02col03,1/29/22,SARHOR,MYTCAL,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row03col03,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row04col03,1/29/22,JUVSHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row05col03,1/29/22,SARHOR,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row01col04,1/29/22,SARHOR,SCYCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row02col04,1/29/22,SARHOR,MYTCAL,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row03col04,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row04col04,1/29/22,ENDPET,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row05col04,1/29/22,LAUSPP,ROCK,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row01col05,1/29/22,SARHOR,SCYCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row02col05,1/29/22,LAUSPP,SCYCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row03col05,1/29/22,LAUSPP,SCYCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row04col05,1/29/22,LAUSPP,SCYCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,3,control,horizontal,row05col05,1/29/22,ENDPET,LAUSPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row01col01,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row02col01,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row03col01,1/29/22,SARHOR,PTECAP,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row04col01,1/29/22,SARHOR,PTECAP,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row05col01,1/29/22,SARHOR,PLOPAC,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row01col02,1/29/22,SARHOR,CHOCAN,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row02col02,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row03col02,1/29/22,SARHOR,PTECAP,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row04col02,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row05col02,1/29/22,SARHOR,PLOPAC,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row01col03,1/29/22,CHOCAN,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row02col03,1/29/22,SARHOR,SARMUT,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row03col03,1/29/22,SARHOR,PTECAP,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row04col03,1/29/22,SARHOR,PLOPAC,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row05col03,1/29/22,SARHOR,PLOPAC,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row01col04,1/29/22,ARTCOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row02col04,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row03col04,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row04col04,1/29/22,SARHOR,PLOPAC,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row05col04,1/29/22,SARHOR,PLOPAC,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row01col05,1/29/22,SARMUT,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row02col05,1/29/22,SARMUT,DEADCB,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row03col05,1/29/22,SARMUT,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row04col05,1/29/22,SARHOR,PLOPAC,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,control,vertical,row05col05,1/29/22,SARHOR,PLOPAC,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row01col01,1/29/22,SARMUT,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row02col01,1/29/22,SARMUT,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row03col01,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row04col01,1/29/22,SARMUT,DICBIN,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row05col01,1/29/22,SARMUT,DICBIN,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row01col02,1/29/22,SARMUT,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row02col02,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row03col02,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row04col02,1/29/22,SARMUT,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row05col02,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row01col03,1/29/22,SARMUT,SARHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row02col03,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row03col03,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row04col03,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row05col03,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row01col04,1/29/22,SARMUT,SARHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row02col04,1/29/22,SARMUT,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row03col04,1/29/22,SARMUT,SARHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row04col04,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row05col04,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row01col05,1/29/22,SARMUT,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row02col05,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row03col05,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row04col05,1/29/22,SARHOR,ARTCOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,4,manipulation,vertical,row05col05,1/29/22,SARHOR,JUVSHOR,SARG,2022,1,MEH,BCH
CLEP,sargassum,5,control,horizontal,row01col01,1/29/22,SARMUT,ZONFAR,SARG,2022,1,MEH,BCH
CLEP,sargassum,5,control,horizontal,row02col01,1/29/22,SARMUT,PTESPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,5,control,horizontal,row03col01,1/29/22,SARMUT,PTESPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,5,control,horizontal,row04col01,1/29/22,SARMUT,PTESPP,SARG,2022,1,MEH,BCH
CLEP,sargassum,5,control,horizontal,row05col01,1/29/22,SARMUT,PTESPP,SARG,2022,1,MEH,BCH
